HITId	HITTypeId	Title	Description	Keywords	Reward	CreationTime	MaxAssignments	RequesterAnnotation	AssignmentDurationInSeconds	AutoApprovalDelayInSeconds	Expiration	NumberOfSimilarHITs	LifetimeInSeconds	AssignmentId	WorkerId	AssignmentStatus	AcceptTime	SubmitTime	AutoApprovalTime	ApprovalTime	RejectionTime	RequesterFeedback	WorkTimeInSeconds	LifetimeApprovalRate	Last30DaysApprovalRate	Last7DaysApprovalRate	Input.globalindex	Input.lemma	Input.lemmaindex	Input.lleftcontext	Input.lheadword	Input.lrightcontext	Input.gs_expert	Answer.Category	Approve	Reject
2HOUFBNFSVGU86Q8N7N6RG1G89MJ57	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:21 GMT 2012	5		14400	432000	Sat Jul 14 13:04:21 GMT 2012			23YS8SV7WGKCZM8KLR137MHBA3YQ0U	A1C0X3AM7X75R9	Approved	Sat Jul 07 13:46:51 GMT 2012	Sat Jul 07 13:46:57 GMT 2012	Thu Jul 12 06:46:57 PDT 2012	Mon Jul 09 06:10:49 PDT 2012			6	100% (691/691)	100% (18/18)	100% (19/19)	-3	recording	-2	It was a very long	recording	0	INFO	Categpory2		
2HOUFBNFSVGU86Q8N7N6RG1G89MJ57	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:21 GMT 2012	5		14400	432000	Sat Jul 14 13:04:21 GMT 2012			2CBENLVWJ5OPYRLUYEZYQWB8Z37T1K	A2I8VBHRESMG9S	Approved	Sat Jul 07 19:58:28 GMT 2012	Sat Jul 07 19:58:34 GMT 2012	Thu Jul 12 12:58:34 PDT 2012	Mon Jul 09 06:10:49 PDT 2012			6	100% (134/134)	100% (54/54)	100% (54/54)	-3	recording	-2	It was a very long	recording	0	INFO	Category3		
2HOUFBNFSVGU86Q8N7N6RG1G89MJ57	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:21 GMT 2012	5		14400	432000	Sat Jul 14 13:04:21 GMT 2012			2CCYEPLSP75K8DTV1IFALQERGX9RXH	ASCIU8HFKRFKR	Approved	Sat Jul 07 17:34:52 GMT 2012	Sat Jul 07 17:34:57 GMT 2012	Thu Jul 12 10:34:57 PDT 2012	Mon Jul 09 06:10:49 PDT 2012			5	100% (53/53)	100% (53/53)	100% (53/53)	-3	recording	-2	It was a very long	recording	0	INFO	Category1		
2HOUFBNFSVGU86Q8N7N6RG1G89MJ57	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:21 GMT 2012	5		14400	432000	Sat Jul 14 13:04:21 GMT 2012			2TUD21O3W5XHNACOAXTK2EPMD3NGA4	A2GM2VIL6J238N	Approved	Sat Jul 07 17:07:01 GMT 2012	Sat Jul 07 17:07:11 GMT 2012	Thu Jul 12 10:07:11 PDT 2012	Mon Jul 09 06:10:49 PDT 2012			10	100% (23/23)	100% (18/18)	100% (18/18)	-3	recording	-2	It was a very long	recording	0	INFO	Category1		
2HOUFBNFSVGU86Q8N7N6RG1G89MJ57	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:21 GMT 2012	5		14400	432000	Sat Jul 14 13:04:21 GMT 2012			2XIYN5F3Q0JGSKLL5RNYF49GU63BFQ	A1KAXCLAH6UVMS	Approved	Sat Jul 07 16:29:38 GMT 2012	Sat Jul 07 16:29:45 GMT 2012	Thu Jul 12 09:29:45 PDT 2012	Mon Jul 09 06:10:50 PDT 2012			7	100% (56/56)	100% (56/56)	100% (56/56)	-3	recording	-2	It was a very long	recording	0	INFO	Category1		
2162L92HECWATOQX6R3F4CP603NIHA	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:21 GMT 2012	5		14400	432000	Sat Jul 14 13:04:21 GMT 2012			21FDWIOV1S7SAU0SY9S32DZ98LMJYY	A1C0X3AM7X75R9	Approved	Sat Jul 07 13:50:22 GMT 2012	Sat Jul 07 13:50:28 GMT 2012	Thu Jul 12 06:50:28 PDT 2012	Mon Jul 09 06:10:50 PDT 2012			6	100% (691/691)	100% (18/18)	100% (19/19)	-2	recording	-1	They had transferred all the	recordings	to a different shelf.	ART	Categpory2		
2162L92HECWATOQX6R3F4CP603NIHA	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:21 GMT 2012	5		14400	432000	Sat Jul 14 13:04:21 GMT 2012			21JLFQ0ONNVR4S7G6O5GVB7789MKTT	A1RG83K0RKWOZY	Approved	Sat Jul 07 16:51:45 GMT 2012	Sat Jul 07 16:52:06 GMT 2012	Thu Jul 12 09:52:06 PDT 2012	Mon Jul 09 06:10:50 PDT 2012			21	100% (2/2)	100% (2/2)	100% (2/2)	-2	recording	-1	They had transferred all the	recordings	to a different shelf.	ART	Category1		
2162L92HECWATOQX6R3F4CP603NIHA	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:21 GMT 2012	5		14400	432000	Sat Jul 14 13:04:21 GMT 2012			26KBRI8IUB2YH0VIZ7KLF3L10OBH58	AORFXVSW8DDHP	Approved	Sat Jul 07 13:11:27 GMT 2012	Sat Jul 07 13:11:56 GMT 2012	Thu Jul 12 06:11:56 PDT 2012	Mon Jul 09 06:10:50 PDT 2012			29	100% (1/1)	100% (1/1)	100% (1/1)	-2	recording	-1	They had transferred all the	recordings	to a different shelf.	ART	Category1		
2162L92HECWATOQX6R3F4CP603NIHA	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:21 GMT 2012	5		14400	432000	Sat Jul 14 13:04:21 GMT 2012			2H51X3V0FK0CBBPIWGD7TKKA64TMFA	A3UX2FXA3NMJCS	Approved	Sat Jul 07 14:15:00 GMT 2012	Sat Jul 07 14:15:14 GMT 2012	Thu Jul 12 07:15:14 PDT 2012	Mon Jul 09 06:10:51 PDT 2012			14	100% (19/19)	100% (1/1)	100% (1/1)	-2	recording	-1	They had transferred all the	recordings	to a different shelf.	ART	Category1		
2162L92HECWATOQX6R3F4CP603NIHA	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:21 GMT 2012	5		14400	432000	Sat Jul 14 13:04:21 GMT 2012			2X7SVGULF395FNTMYG6S7NYO4OSOAB	A1KAXCLAH6UVMS	Approved	Sat Jul 07 13:58:33 GMT 2012	Sat Jul 07 13:58:44 GMT 2012	Thu Jul 12 06:58:44 PDT 2012	Mon Jul 09 06:10:51 PDT 2012			11	100% (56/56)	100% (56/56)	100% (56/56)	-2	recording	-1	They had transferred all the	recordings	to a different shelf.	ART	Category1		
29JCSTMOFXRDFV5BJTPDRXJG27ZQTV	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:21 GMT 2012	5		14400	432000	Sat Jul 14 13:04:21 GMT 2012			254PWZ9RNDWIBMORP7E3HTGVMHNSDB	A1KAXCLAH6UVMS	Approved	Sat Jul 07 18:32:44 GMT 2012	Sat Jul 07 18:32:50 GMT 2012	Thu Jul 12 11:32:50 PDT 2012	Mon Jul 09 06:10:51 PDT 2012			6	100% (56/56)	100% (56/56)	100% (56/56)	-1	magazine	-1	We found a stash of really interesting	magazines	from the seventies.	DOT	Category1		
29JCSTMOFXRDFV5BJTPDRXJG27ZQTV	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:21 GMT 2012	5		14400	432000	Sat Jul 14 13:04:21 GMT 2012			2AGUQIHPCGJ20TONLBWXL0JQA7I71Q	A2UFD1I8ZO1V4G	Approved	Sat Jul 07 20:13:16 GMT 2012	Sat Jul 07 20:13:18 GMT 2012	Thu Jul 12 13:13:18 PDT 2012	Mon Jul 09 06:10:52 PDT 2012			2	100% (34/34)	100% (34/34)	100% (34/34)	-1	magazine	-1	We found a stash of really interesting	magazines	from the seventies.	DOT	Category3		
29JCSTMOFXRDFV5BJTPDRXJG27ZQTV	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:21 GMT 2012	5		14400	432000	Sat Jul 14 13:04:21 GMT 2012			2LDYHVI44OS27CH7V25ZWBAQQPU4YS	A2I8VBHRESMG9S	Approved	Sat Jul 07 19:07:44 GMT 2012	Sat Jul 07 19:07:54 GMT 2012	Thu Jul 12 12:07:54 PDT 2012	Mon Jul 09 06:10:52 PDT 2012			10	100% (134/134)	100% (54/54)	100% (54/54)	-1	magazine	-1	We found a stash of really interesting	magazines	from the seventies.	DOT	Categpory2		
29JCSTMOFXRDFV5BJTPDRXJG27ZQTV	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:21 GMT 2012	5		14400	432000	Sat Jul 14 13:04:21 GMT 2012			2RTQ6SVQ8H889HH53KFBZCI2CCE5OD	AWRAXV1RIYR0M	Approved	Sun Jul 08 00:05:00 GMT 2012	Sun Jul 08 00:05:07 GMT 2012	Thu Jul 12 17:05:07 PDT 2012	Mon Jul 09 06:10:52 PDT 2012			7	100% (111/111)	100% (15/15)	100% (15/15)	-1	magazine	-1	We found a stash of really interesting	magazines	from the seventies.	DOT	Category1		
29JCSTMOFXRDFV5BJTPDRXJG27ZQTV	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:21 GMT 2012	5		14400	432000	Sat Jul 14 13:04:21 GMT 2012			2UIW618N46UX2303NC3EXNDT87AOQG	ASCIU8HFKRFKR	Approved	Sat Jul 07 18:44:42 GMT 2012	Sat Jul 07 18:45:00 GMT 2012	Thu Jul 12 11:45:00 PDT 2012	Mon Jul 09 06:10:52 PDT 2012			18	100% (53/53)	100% (53/53)	100% (53/53)	-1	magazine	-1	We found a stash of really interesting	magazines	from the seventies.	DOT	Categpory2		
2JAEIUUU00OQ7BX30XJ8W2U3MEZTTD	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:21 GMT 2012	5		14400	432000	Sat Jul 14 13:04:21 GMT 2012			268KCCVLL3CAQU9GS4H4G9NRFME7XZ	A26L95RMC7I9TB	Approved	Sun Jul 08 00:06:14 GMT 2012	Sun Jul 08 00:06:19 GMT 2012	Thu Jul 12 17:06:19 PDT 2012	Mon Jul 09 06:10:52 PDT 2012			5	100% (7/7)	100% (7/7)	100% (7/7)	0	book	1	An article ridicules the recent spate of	books	on human behavior .	INFO	Category1		
2JAEIUUU00OQ7BX30XJ8W2U3MEZTTD	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:21 GMT 2012	5		14400	432000	Sat Jul 14 13:04:21 GMT 2012			27CNQY2RCJK6QQIDLWI0OUIBBO04TT	AWRAXV1RIYR0M	Approved	Sun Jul 08 00:00:19 GMT 2012	Sun Jul 08 00:00:35 GMT 2012	Thu Jul 12 17:00:35 PDT 2012	Mon Jul 09 06:10:53 PDT 2012			16	100% (111/111)	100% (15/15)	100% (15/15)	0	book	1	An article ridicules the recent spate of	books	on human behavior .	INFO	Category1		
2JAEIUUU00OQ7BX30XJ8W2U3MEZTTD	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:21 GMT 2012	5		14400	432000	Sat Jul 14 13:04:21 GMT 2012			27CO2L92HECWXXK2G33CJ0CQQYKGHM	ASCIU8HFKRFKR	Approved	Sat Jul 07 18:24:02 GMT 2012	Sat Jul 07 18:24:06 GMT 2012	Thu Jul 12 11:24:06 PDT 2012	Mon Jul 09 06:10:53 PDT 2012			4	100% (53/53)	100% (53/53)	100% (53/53)	0	book	1	An article ridicules the recent spate of	books	on human behavior .	INFO	Categpory2		
2JAEIUUU00OQ7BX30XJ8W2U3MEZTTD	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:21 GMT 2012	5		14400	432000	Sat Jul 14 13:04:21 GMT 2012			2CQU98JHSTLBQCNETY0ISBJF44AEQ6	A1KAXCLAH6UVMS	Approved	Sat Jul 07 14:04:52 GMT 2012	Sat Jul 07 14:05:03 GMT 2012	Thu Jul 12 07:05:03 PDT 2012	Mon Jul 09 06:10:53 PDT 2012			11	100% (56/56)	100% (56/56)	100% (56/56)	0	book	1	An article ridicules the recent spate of	books	on human behavior .	INFO	Category3		
2JAEIUUU00OQ7BX30XJ8W2U3MEZTTD	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:21 GMT 2012	5		14400	432000	Sat Jul 14 13:04:21 GMT 2012			2YUL92HECWA6KULNUR60GP5LI4XJI5	A2I8VBHRESMG9S	Approved	Sat Jul 07 21:03:41 GMT 2012	Sat Jul 07 21:03:47 GMT 2012	Thu Jul 12 14:03:47 PDT 2012	Mon Jul 09 06:10:53 PDT 2012			6	100% (134/134)	100% (54/54)	100% (54/54)	0	book	1	An article ridicules the recent spate of	books	on human behavior .	INFO	Categpory2		
29ACXKNQY2RC6BT2HA53LR0LAO91QY	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:21 GMT 2012	5		14400	432000	Sat Jul 14 13:04:21 GMT 2012			20O618N46UXFZ4R4FR5TRDSOEYFPR6	A2I8VBHRESMG9S	Approved	Sat Jul 07 19:58:35 GMT 2012	Sat Jul 07 19:58:58 GMT 2012	Thu Jul 12 12:58:58 PDT 2012	Mon Jul 09 06:10:53 PDT 2012			23	100% (134/134)	100% (54/54)	100% (54/54)	1	CD	1	Hallmark makes Kwanzaa cards&#44and there are Kwanzaa posters&#44books &#44	CDs	&#44 and mass-produced kinaras . But Kwanzaa was not intended to replace Christmas&#44and many African- American families celebrate both holidays .	DOT	Category3		
29ACXKNQY2RC6BT2HA53LR0LAO91QY	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:21 GMT 2012	5		14400	432000	Sat Jul 14 13:04:21 GMT 2012			2B4STMOFXRDSR9Z0WD4N1JFNMGDRUC	A2UFD1I8ZO1V4G	Approved	Sat Jul 07 20:55:19 GMT 2012	Sat Jul 07 20:55:21 GMT 2012	Thu Jul 12 13:55:21 PDT 2012	Mon Jul 09 06:10:54 PDT 2012			2	100% (34/34)	100% (34/34)	100% (34/34)	1	CD	1	Hallmark makes Kwanzaa cards&#44and there are Kwanzaa posters&#44books &#44	CDs	&#44 and mass-produced kinaras . But Kwanzaa was not intended to replace Christmas&#44and many African- American families celebrate both holidays .	DOT	Category1		
29ACXKNQY2RC6BT2HA53LR0LAO91QY	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:21 GMT 2012	5		14400	432000	Sat Jul 14 13:04:21 GMT 2012			2GJ70G5R98D86UIDPBJSXNYD1HHSCH	A1C0X3AM7X75R9	Approved	Sat Jul 07 19:40:01 GMT 2012	Sat Jul 07 19:40:07 GMT 2012	Thu Jul 12 12:40:07 PDT 2012	Mon Jul 09 06:10:54 PDT 2012			6	100% (691/691)	100% (18/18)	100% (19/19)	1	CD	1	Hallmark makes Kwanzaa cards&#44and there are Kwanzaa posters&#44books &#44	CDs	&#44 and mass-produced kinaras . But Kwanzaa was not intended to replace Christmas&#44and many African- American families celebrate both holidays .	DOT	Category1		
